Title	Pseudo-title	Sub-title	Identifier	Date	Flight Line	Photo #	Scale	Latitude	Longitude	Thumbnail Link	Archive Link	Location in Drive	Corporate Name/Author	Personal Name/Author	Publisher	Publication Location	Set Date	Physical Description	General Note	Subject (Geographic)	Subject (Geographic)	Subject (Geographic)	Continent	Country	Province/State	Region	County	City	City Section	Area	Index	Condition Notes	Flightline String	Digital Archive Identifier	Digital Archive URL (new)
Hamilton-Wentworth County			Hamilton	1952-05-01		16I	[1:4,800 approximately]	43.288455	-80.018021	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_Hamilton_1952-16I.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A71760	H:\Digitization_Projects\Air_Photos\AirPhotos_1952_Hamilton	Spartan Air Services, Ltd.		[Spartan Air Services, Ltd.]	[Ottawa, Ont.]	1952	1 remote-sensing image ; 61 x 73 cm on sheet 71 x 82 cm. Dry mounted on masonite.	Shows parts of Dundas, Ancaster, Stoney Creek, and Hamilton mountain only. Source: Spartan Air Services, Ltd.	Hamilton (Ont.)			North America	Canada	Ontario			Hamilton						AirPhotos_Hamilton_1952-16I	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A71760
Hamilton-Wentworth County			Hamilton	1952-05-01		16J	[1:4,800 approximately]	43.261537	-80.007507	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_Hamilton_1952-16J.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A71771	H:\Digitization_Projects\Air_Photos\AirPhotos_1952_Hamilton	Spartan Air Services, Ltd.		[Spartan Air Services, Ltd.]	[Ottawa, Ont.]	1952	1 remote-sensing image ; 61 x 73 cm on sheet 71 x 82 cm. Dry mounted on masonite.	Shows parts of Dundas, Ancaster, Stoney Creek, and Hamilton mountain only. Source: Spartan Air Services, Ltd.	Hamilton (Ont.)			North America	Canada	Ontario			Hamilton						AirPhotos_Hamilton_1952-16J	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A71771
Hamilton-Wentworth County			Hamilton	1952-05-01		16K	[1:4,800 approximately]	43.240376	-80.003022	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_Hamilton_1952-16K.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A71723	H:\Digitization_Projects\Air_Photos\AirPhotos_1952_Hamilton	Spartan Air Services, Ltd.		[Spartan Air Services, Ltd.]	[Ottawa, Ont.]	1952	1 remote-sensing image ; 61 x 73 cm on sheet 71 x 82 cm. Dry mounted on masonite.	Shows parts of Dundas, Ancaster, Stoney Creek, and Hamilton mountain only. Source: Spartan Air Services, Ltd.	Hamilton (Ont.)			North America	Canada	Ontario			Hamilton						AirPhotos_Hamilton_1952-16K	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A71723
Hamilton-Wentworth County			Hamilton	1952-05-01		16L	[1:4,800 approximately]	43.218425	-79.995898	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_Hamilton_1952-16L.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A71776	H:\Digitization_Projects\Air_Photos\AirPhotos_1952_Hamilton	Spartan Air Services, Ltd.		[Spartan Air Services, Ltd.]	[Ottawa, Ont.]	1952	1 remote-sensing image ; 61 x 73 cm on sheet 71 x 82 cm. Dry mounted on masonite.	Shows parts of Dundas, Ancaster, Stoney Creek, and Hamilton mountain only. Source: Spartan Air Services, Ltd.	Hamilton (Ont.)			North America	Canada	Ontario			Hamilton						AirPhotos_Hamilton_1952-16L	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A71776
Hamilton-Wentworth County			Hamilton	1952-05-01		17I	[1:4,800 approximately]	43.311653	-79.977906	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_Hamilton_1952-17I.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A71777	H:\Digitization_Projects\Air_Photos\AirPhotos_1952_Hamilton	Spartan Air Services, Ltd.		[Spartan Air Services, Ltd.]	[Ottawa, Ont.]	1952	1 remote-sensing image ; 61 x 73 cm on sheet 71 x 82 cm. Dry mounted on masonite.	Shows parts of Dundas, Ancaster, Stoney Creek, and Hamilton mountain only. Source: Spartan Air Services, Ltd.	Hamilton (Ont.)			North America	Canada	Ontario			Hamilton						AirPhotos_Hamilton_1952-17I	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A71777
Hamilton-Wentworth County			Hamilton	1952-05-01		17J	[1:4,800 approximately]	43.271514	-79.982927	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_Hamilton_1952-17J.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A71783	H:\Digitization_Projects\Air_Photos\AirPhotos_1952_Hamilton	Spartan Air Services, Ltd.		[Spartan Air Services, Ltd.]	[Ottawa, Ont.]	1952	1 remote-sensing image ; 61 x 73 cm on sheet 71 x 82 cm. Dry mounted on masonite.	Shows parts of Dundas, Ancaster, Stoney Creek, and Hamilton mountain only. Source: Spartan Air Services, Ltd.	Hamilton (Ont.)			North America	Canada	Ontario			Hamilton						AirPhotos_Hamilton_1952-17J	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A71783
Hamilton-Wentworth County			Hamilton	1952-05-01		17L	[1:4,800 approximately]	43.224328	-79.971941	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_Hamilton_1952-17L.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A71780	H:\Digitization_Projects\Air_Photos\AirPhotos_1952_Hamilton	Spartan Air Services, Ltd.		[Spartan Air Services, Ltd.]	[Ottawa, Ont.]	1952	1 remote-sensing image ; 61 x 73 cm on sheet 71 x 82 cm. Dry mounted on masonite.	Shows parts of Dundas, Ancaster, Stoney Creek, and Hamilton mountain only. Source: Spartan Air Services, Ltd.	Hamilton (Ont.)			North America	Canada	Ontario			Hamilton						AirPhotos_Hamilton_1952-17L	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A71780
Hamilton-Wentworth County			Hamilton	1952-05-01		18I	[1:4,800 approximately]	43.306677	-79.941518	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_Hamilton_1952-18I.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A71786	H:\Digitization_Projects\Air_Photos\AirPhotos_1952_Hamilton	Spartan Air Services, Ltd.		[Spartan Air Services, Ltd.]	[Ottawa, Ont.]	1952	1 remote-sensing image ; 61 x 73 cm on sheet 71 x 82 cm. Dry mounted on masonite.	Shows parts of Dundas, Ancaster, Stoney Creek, and Hamilton mountain only. Source: Spartan Air Services, Ltd.	Hamilton (Ont.)			North America	Canada	Ontario			Hamilton						AirPhotos_Hamilton_1952-18I	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A71786
Hamilton-Wentworth County			Hamilton	1952-05-01		3E	[1:4,800 approximately]	43.191661	-79.899101	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_Hamilton_1952-3E.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A71749	H:\Digitization_Projects\Air_Photos\AirPhotos_1952_Hamilton	Spartan Air Services, Ltd.		[Spartan Air Services, Ltd.]	[Ottawa, Ont.]	1952	1 remote-sensing image ; 61 x 73 cm on sheet 71 x 82 cm. Dry mounted on masonite.	Shows parts of Dundas, Ancaster, Stoney Creek, and Hamilton mountain only. Source: Spartan Air Services, Ltd.	Hamilton (Ont.)			North America	Canada	Ontario			Hamilton			mylar master index for use over a planimetric map Countyof Wentworth [1:63,360 approx.]			AirPhotos_Hamilton_1952-3E	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A71749
Hamilton-Wentworth County			Hamilton	1952-05-01		4E	[1:4,800 approximately]	43.183025	-79.865112	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_Hamilton_1952-4E.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A71724	H:\Digitization_Projects\Air_Photos\AirPhotos_1952_Hamilton	Spartan Air Services, Ltd.		[Spartan Air Services, Ltd.]	[Ottawa, Ont.]	1952	1 remote-sensing image ; 61 x 73 cm on sheet 71 x 82 cm. Dry mounted on masonite.	Shows parts of Dundas, Ancaster, Stoney Creek, and Hamilton mountain only. Source: Spartan Air Services, Ltd.	Hamilton (Ont.)			North America	Canada	Ontario			Hamilton			mylar master index for use over a planimetric map Countyof Wentworth [1:63,360 approx.]			AirPhotos_Hamilton_1952-4E	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A71724
Hamilton-Wentworth County			Hamilton	1952-05-01		5E	[1:4,800 approximately]	43.176891	-79.837818	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_Hamilton_1952-5E.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A71750	H:\Digitization_Projects\Air_Photos\AirPhotos_1952_Hamilton	Spartan Air Services, Ltd.		[Spartan Air Services, Ltd.]	[Ottawa, Ont.]	1952	1 remote-sensing image ; 61 x 73 cm on sheet 71 x 82 cm. Dry mounted on masonite.	Shows parts of Dundas, Ancaster, Stoney Creek, and Hamilton mountain only. Source: Spartan Air Services, Ltd.	Hamilton (Ont.)			North America	Canada	Ontario			Hamilton			mylar master index for use over a planimetric map Countyof Wentworth [1:63,360 approx.]			AirPhotos_Hamilton_1952-5E	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A71750
Hamilton-Wentworth County			Hamilton	1952-05-01		6C	[1:4,800 approximately]	43.201672	-79.765377	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_Hamilton_1952-6C.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A71765	H:\Digitization_Projects\Air_Photos\AirPhotos_1952_Hamilton	Spartan Air Services, Ltd.		[Spartan Air Services, Ltd.]	[Ottawa, Ont.]	1952	1 remote-sensing image ; 61 x 73 cm on sheet 71 x 82 cm. Dry mounted on masonite.	Shows parts of Dundas, Ancaster, Stoney Creek, and Hamilton mountain only. Source: Spartan Air Services, Ltd.	Hamilton (Ont.)			North America	Canada	Ontario			Hamilton			mylar master index for use over a planimetric map Countyof Wentworth [1:63,360 approx.]			AirPhotos_Hamilton_1952-6C	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A71765
Hamilton-Wentworth County			Hamilton	1952-05-01		6D	[1:4,800 approximately]	43.181397	-79.773445	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_Hamilton_1952-6D.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A71755	H:\Digitization_Projects\Air_Photos\AirPhotos_1952_Hamilton	Spartan Air Services, Ltd.		[Spartan Air Services, Ltd.]	[Ottawa, Ont.]	1952	1 remote-sensing image ; 61 x 73 cm on sheet 71 x 82 cm. Dry mounted on masonite.	Shows parts of Dundas, Ancaster, Stoney Creek, and Hamilton mountain only. Source: Spartan Air Services, Ltd.	Hamilton (Ont.)			North America	Canada	Ontario			Hamilton			mylar master index for use over a planimetric map Countyof Wentworth [1:63,360 approx.]			AirPhotos_Hamilton_1952-6D	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A71755
Hamilton-Wentworth County			Hamilton	1952-05-01		7A	[1:4,800 approximately]	43.232322	-79.7089	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_Hamilton_1952-7A.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A71778	H:\Digitization_Projects\Air_Photos\AirPhotos_1952_Hamilton	Spartan Air Services, Ltd.		[Spartan Air Services, Ltd.]	[Ottawa, Ont.]	1952	1 remote-sensing image ; 61 x 73 cm on sheet 71 x 82 cm. Dry mounted on masonite.	Shows parts of Dundas, Ancaster, Stoney Creek, and Hamilton mountain only. Source: Spartan Air Services, Ltd.	Hamilton (Ont.)			North America	Canada	Ontario			Hamilton			mylar master index for use over a planimetric map Countyof Wentworth [1:63,360 approx.]			AirPhotos_Hamilton_1952-7A	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A71778
Hamilton-Wentworth County			Hamilton	1952-05-01		7B	[1:4,800 approximately]	43.216686	-79.71611	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_Hamilton_1952-7B.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A71758	H:\Digitization_Projects\Air_Photos\AirPhotos_1952_Hamilton	Spartan Air Services, Ltd.		[Spartan Air Services, Ltd.]	[Ottawa, Ont.]	1952	1 remote-sensing image ; 61 x 73 cm on sheet 71 x 82 cm. Dry mounted on masonite.	Shows parts of Dundas, Ancaster, Stoney Creek, and Hamilton mountain only. Source: Spartan Air Services, Ltd.	Hamilton (Ont.)			North America	Canada	Ontario			Hamilton			mylar master index for use over a planimetric map Countyof Wentworth [1:63,360 approx.]			AirPhotos_Hamilton_1952-7B	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A71758
Hamilton-Wentworth County			Hamilton	1952-05-01		7C	[1:4,800 approximately]	43.201047	-79.723148	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_Hamilton_1952-7C.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A71761	H:\Digitization_Projects\Air_Photos\AirPhotos_1952_Hamilton	Spartan Air Services, Ltd.		[Spartan Air Services, Ltd.]	[Ottawa, Ont.]	1952	1 remote-sensing image ; 61 x 73 cm on sheet 71 x 82 cm. Dry mounted on masonite.	Shows parts of Dundas, Ancaster, Stoney Creek, and Hamilton mountain only. Source: Spartan Air Services, Ltd.	Hamilton (Ont.)			North America	Canada	Ontario			Hamilton			mylar master index for use over a planimetric map Countyof Wentworth [1:63,360 approx.]			AirPhotos_Hamilton_1952-7C	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A71761
Hamilton-Wentworth County			Hamilton	1952-05-01		7D	[1:4,800 approximately]	43.187405	-79.729843	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_Hamilton_1952-7D.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A71767	H:\Digitization_Projects\Air_Photos\AirPhotos_1952_Hamilton	Spartan Air Services, Ltd.		[Spartan Air Services, Ltd.]	[Ottawa, Ont.]	1952	1 remote-sensing image ; 61 x 73 cm on sheet 71 x 82 cm. Dry mounted on masonite.	Shows parts of Dundas, Ancaster, Stoney Creek, and Hamilton mountain only. Source: Spartan Air Services, Ltd.	Hamilton (Ont.)			North America	Canada	Ontario			Hamilton			mylar master index for use over a planimetric map Countyof Wentworth [1:63,360 approx.]			AirPhotos_Hamilton_1952-7D	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A71767
Hamilton-Wentworth County			Hamilton	1952-05-01		8A	[1:4,800 approximately]	43.224442	-79.677315	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_Hamilton_1952-8A.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A71763	H:\Digitization_Projects\Air_Photos\AirPhotos_1952_Hamilton	Spartan Air Services, Ltd.		[Spartan Air Services, Ltd.]	[Ottawa, Ont.]	1952	1 remote-sensing image ; 61 x 73 cm on sheet 71 x 82 cm. Dry mounted on masonite.	Shows parts of Dundas, Ancaster, Stoney Creek, and Hamilton mountain only. Source: Spartan Air Services, Ltd.	Hamilton (Ont.)			North America	Canada	Ontario			Hamilton			mylar master index for use over a planimetric map Countyof Wentworth [1:63,360 approx.]			AirPhotos_Hamilton_1952-8A	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A71763
Hamilton-Wentworth County			Hamilton	1952-05-01		9A	[1:4,800 approximately]	43.216686	-79.645901	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_Hamilton_1952-9A.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A71764	H:\Digitization_Projects\Air_Photos\AirPhotos_1952_Hamilton	Spartan Air Services, Ltd.		[Spartan Air Services, Ltd.]	[Ottawa, Ont.]	1952	1 remote-sensing image ; 61 x 73 cm on sheet 71 x 82 cm. Dry mounted on masonite.	Shows parts of Dundas, Ancaster, Stoney Creek, and Hamilton mountain only. Source: Spartan Air Services, Ltd.	Hamilton (Ont.)			North America	Canada	Ontario			Hamilton			mylar master index for use over a planimetric map Countyof Wentworth [1:63,360 approx.]			AirPhotos_Hamilton_1952-9A	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A71764
Hamilton-Wentworth County			Hamilton	1952-05-01		9B	[1:4,800 approximately]	43.201047	-79.653111	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_Hamilton_1952-9B.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A71788	H:\Digitization_Projects\Air_Photos\AirPhotos_1952_Hamilton	Spartan Air Services, Ltd.		[Spartan Air Services, Ltd.]	[Ottawa, Ont.]	1952	1 remote-sensing image ; 61 x 73 cm on sheet 71 x 82 cm. Dry mounted on masonite.	Shows parts of Dundas, Ancaster, Stoney Creek, and Hamilton mountain only. Source: Spartan Air Services, Ltd.	Hamilton (Ont.)			North America	Canada	Ontario			Hamilton			mylar master index for use over a planimetric map Countyof Wentworth [1:63,360 approx.]			AirPhotos_Hamilton_1952-9B	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A71788
	Hamilton - Burlington survey for the Queen Elizabeth Way		Hamilton	1953	2649	21	[1:4,800]	43.298479	-79.894938	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_Hamilton_1953_2649-21.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A71665	H:\Digitization_Projects\Air_Photos\AirPhotos_1953_Hamilton	Photographic Survey Corporation		[Publisher unknown]	[Toronto, Ont.]	1953	1 remote-sensing image ; 22 x 22 cm.	Stereoscopic coverage. Shows area between Hamilton and Burlington between the Royal Botanical Gardens and the Q.E.W. junction. Site of present day Highway 403. Photocopied from original set at Queen's University, Maps and Air Photos Collection. Source: Photographic Survey Corp. Ltd. [Survey for the Queen Elizabeth Way], 1953.	Hamilton (Ont.)	Burlington (Ont.)		North America	Canada	Ontario			Hamilton, Burlington			on photocopied 1:50,000 NTS maps		_2649	AirPhotos_Hamilton_1953_2649-21	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A71665
	Hamilton - Burlington survey for the Queen Elizabeth Way		Hamilton	1953	2649	19	[1:4,800]	43.293122	-79.903629	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_Hamilton_1953_2649-19.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A71663	H:\Digitization_Projects\Air_Photos\AirPhotos_1953_Hamilton	Photographic Survey Corporation		[Publisher unknown]	[Toronto, Ont.]	1953	1 remote-sensing image ; 22 x 22 cm.	Stereoscopic coverage. Shows area between Hamilton and Burlington between the Royal Botanical Gardens and the Q.E.W. junction. Site of present day Highway 403. Photocopied from original set at Queen's University, Maps and Air Photos Collection. Source: Photographic Survey Corp. Ltd. [Survey for the Queen Elizabeth Way], 1953.	Hamilton (Ont.)	Burlington (Ont.)		North America	Canada	Ontario			Hamilton, Burlington			on photocopied 1:50,000 NTS maps		_2649	AirPhotos_Hamilton_1953_2649-19	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A71663
	Hamilton - Burlington survey for the Queen Elizabeth Way		Hamilton	1953	2649	20	[1:4,800]	43.295855	-79.899402	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_Hamilton_1953_2649-20.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A71664	H:\Digitization_Projects\Air_Photos\AirPhotos_1953_Hamilton	Photographic Survey Corporation		[Publisher unknown]	[Toronto, Ont.]	1953	1 remote-sensing image ; 22 x 22 cm.	Stereoscopic coverage. Shows area between Hamilton and Burlington between the Royal Botanical Gardens and the Q.E.W. junction. Site of present day Highway 403. Photocopied from original set at Queen's University, Maps and Air Photos Collection. Source: Photographic Survey Corp. Ltd. [Survey for the Queen Elizabeth Way], 1953.	Hamilton (Ont.)	Burlington (Ont.)		North America	Canada	Ontario			Hamilton, Burlington			on photocopied 1:50,000 NTS maps		_2649	AirPhotos_Hamilton_1953_2649-20	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A71664
	Hamilton - Burlington survey for the Queen Elizabeth Way		Hamilton	1953	2649	22	[1:4,800]	43.301477	-79.889789	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_Hamilton_1953_2649-22.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A71666	H:\Digitization_Projects\Air_Photos\AirPhotos_1953_Hamilton	Photographic Survey Corporation		[Publisher unknown]	[Toronto, Ont.]	1953	1 remote-sensing image ; 22 x 22 cm.	Stereoscopic coverage. Shows area between Hamilton and Burlington between the Royal Botanical Gardens and the Q.E.W. junction. Site of present day Highway 403. Photocopied from original set at Queen's University, Maps and Air Photos Collection. Source: Photographic Survey Corp. Ltd. [Survey for the Queen Elizabeth Way], 1953.	Hamilton (Ont.)	Burlington (Ont.)		North America	Canada	Ontario			Hamilton, Burlington			on photocopied 1:50,000 NTS maps		_2649	AirPhotos_Hamilton_1953_2649-22	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A71666
